"TotalVisibleMemorySize","FreePhysicalMemory","TotalVirtualMemorySize","FreeVirtualMemory","TotalSwapSpaceSize","FreeSpaceInPagingFiles"
"8074744","784500","11051128","887948",,"2174652"
